User Name,Review,Rating,Date of Review,Review Id,reviewCreatedVersion
Eki Tee,"With the older version, when you called 112 normally (without starting this application), the cage received location information from somewhere (maybe this application sent it in the background). The new version asks for location data permission all the time (or after the Android update, Android is smarter and monitors applications) -> incomprehensible that I should send location data to the app maker all the time -> it's ok to send it when I call 112. I have to delete it because I don't want to receive that query a few minutes",1,26-01-2023,aa34cb13-8606-4d9e-b63f-f6b18fa81872,4.4.12
Timo Virtanen,App is constantly requesting permission for location. I have granted permission while using the app but I don't want it to be tracking location on background. Now I get constant location requests and whats even Worse I can not use the app unless i grant the permission because when i open the app request popup keeps popping over and over even if i press cancel thus making the app impossible to use.,2,24-01-2023,9ef64c7a-ecf5-44ca-be2c-94b59132f5b3,4.4.11
Jarkko Räsänen,"The program forces send location information in the background. I don't think this should be mandatory. If so, it should be ensured that the location information is not removed from the device during normal use (an emergency call is not normal use). Based on the location, the announcements can also be filtered manually on the device and it should not require the location to be sent to the server for possible recording (person spying!).",2,20-01-2023,26b8886f-ec31-466b-8bc1-dc8530f033fe,4.4.11
Hyhb Hyhb,"How to turn off unnecessary traffic announcements (sohjoinem driving weather etc. smart-free warnings) so that essential traffic announcements remain on (crash, road blocked )?",2,19-01-2023,bae05787-a007-4e0b-9abd-f582a1a7b56c,4.3.3
Tommi Paananen,"The new version crashes after approx. 30 seconds if you don't give continuous permission to location, but only when the application is running. You have to be quick when dealing with an emergency before tuut tuut tuut...",1,18-01-2023,a7b8bbf7-00af-4bb5-b7f3-94c7228439e0,4.4.7
FinnickF0x10,"It would be good to have a 3-second time trigger in that 112 call section because I have already managed to call the emergency center many times. Both times the emergency center got the exact location where I was. The first time I used it, I was surprised how many settings had to be accepted in order to be able to make a call (location acceptance, entering my own phone number, and thirdly, you have to accept that the application can proceed to make the call). The danger sounds are clear and the user interface is suitably simple. I have not received so-called ""useless"" danger notifications from outside the municipality of residence.",5,18-01-2023,a18a22b3-2bd7-42f7-8f01-9e66539f66ff,4.3.3
Axxount,"The notification settings of the application need work. The vibration style feels to me like someone is calling, and then there is a traffic bulletin or an official bulletin. It would be good for these to have their own vibration style settings and be separate from the danger notices. Now I had to remove the vibration from the phone side as well, but it wasn't enough under ""Authority notices"", I also had to remove ""rn-push-notification-channel""? Pretty confusing. Yes, and the numbers in the ""Services"" section could be a little clearer and faster to find.",4,18-01-2023,ab34b22d-cddd-4dc8-ba6d-499784866de1,4.4.7
Olavi Murto,I love the traffic Warnings when there is a close road.,3,12-12-2022,0afdd2f7-bcc6-4302-8c27-8ff0f30ff15c,4.3.3
Myrene Duerto,Very useful. Can defenetly save lives.,5,24-11-2022,056388db-03d4-4528-85a4-3b2d5796de0f,4.3.3
kitty exe has stopped working,"Trafikmessage kommer ofta endas på Finska, och om de kommer på svenska så är det när varningen inte langger är relevant... Har inte austen auch av de andra funktionerna så kan inte ge någ Recension för reste av appen",5,19-10-2022,b917340b-aff1-4172-951d-fecbffbab64f,4.3.3
